Event	Site	Reference (SST proxy reference)	URL ref (SST proxy reference)	Reference (d18O reference)	URL ref (d18O reference)	Season (A annual S summer (months JFM))	Proxy (A alkenone UK'37 D diatom as...)	Latitude	Longitude	SST [°C] (Reconstructed)	Age [ka BP] (Chronology follows Lisiecki a...)	SST anomaly [°C] (Anomaly relative to the World...)
SO136_111GC-12	SO136-111	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	S	D	-56.6810	160.2410	5.2899812	140	
SO136_111GC-12	SO136-111	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	S	D	-56.6810	160.2410	5.2899812	142	
SO136_111GC-12	SO136-111	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	S	D	-56.6810	160.2410	5.2899812	144	
SO136_111GC-12	SO136-111	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	S	D	-56.6810	160.2410	5.2899812	146	-3.5299812
SO136_111GC-12	SO136-111	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	S	D	-56.6810	160.2410	5.2899812	148	
SO136_111GC-12	SO136-111	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	S	D	-56.6810	160.2410	5.2899812	150	
SO136_111GC-12	SO136-111	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	S	D	-56.6810	160.2410	5.2899812	152	
SO136_111GC-12	SO136-111	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	S	D	-56.6810	160.2410	5.2899812	154	
SO136_111GC-12	SO136-111	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	S	D	-56.6810	160.2410	5.2899812	156	-1.9499812
SO136_111GC-12	SO136-111	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	S	D	-56.6810	160.2410	5.2899812	158	-1.5155637
SO136_111GC-12	SO136-111	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	S	D	-56.6810	160.2410	5.2899812	160	
SO136_111GC-12	SO136-111	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	S	D	-56.6810	160.2410	5.2899812	162	-1.9223714
SO136_111GC-12	SO136-111	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	S	D	-56.6810	160.2410	5.2899812	164	-2.2099812
SO136_111GC-12	SO136-111	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	S	D	-56.6810	160.2410	5.2899812	166	-2.0399812
SO136_111GC-12	SO136-111	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	S	D	-56.6810	160.2410	5.2899812	168	-2.9519229
SO136_111GC-12	SO136-111	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	S	D	-56.6810	160.2410	5.2899812	170	
SO136_111GC-12	SO136-111	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	S	D	-56.6810	160.2410	5.2899812	172	-1.9323908
SO136_111GC-12	SO136-111	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	S	D	-56.6810	160.2410	5.2899812	174	-2.6799812
SO136_111GC-12	SO136-111	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	S	D	-56.6810	160.2410	5.2899812	176	
SO136_111GC-12	SO136-111	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	S	D	-56.6810	160.2410	5.2899812	178	-1.9899812
SO136_111GC-12	SO136-111	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	S	D	-56.6810	160.2410	5.2899812	180	
SO136_111GC-12	SO136-111	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	S	D	-56.6810	160.2410	5.2899812	182	-2.5099812
SO136_111GC-12	SO136-111	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	S	D	-56.6810	160.2410	5.2899812	184	
SO136_111GC-12	SO136-111	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	S	D	-56.6810	160.2410	5.2899812	186	-2.6899812
SO136_111GC-12	SO136-111	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	S	D	-56.6810	160.2410	5.2899812	188	
SO136_111GC-12	SO136-111	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	S	D	-56.6810	160.2410	5.2899812	190	-2.4099812
SO136_111GC-12	SO136-111	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	S	D	-56.6810	160.2410	5.2899812	192	
SO136_111GC-12	SO136-111	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	S	D	-56.6810	160.2410	5.2899812	194	
SO136_111GC-12	SO136-111	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	S	D	-56.6810	160.2410	5.2899812	196	-2.7199812
SO136_111GC-12	SO136-111	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	S	D	-56.6810	160.2410	5.2899812	198	
SO136_111GC-12	SO136-111	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	S	D	-56.6810	160.2410	5.2899812	200	-1.0718156
SO136_111GC-12	SO136-111	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	S	D	-56.6810	160.2410	5.2899812	202	-1.2202923
SO136_111GC-12	SO136-111	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	S	D	-56.6810	160.2410	5.2899812	204	-0.9919949
SO136_111GC-12	SO136-111	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	S	D	-56.6810	160.2410	5.2899812	206	-1.4016293
SO136_111GC-12	SO136-111	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	S	D	-56.6810	160.2410	5.2899812	208	-1.3766702
SO136_111GC-12	SO136-111	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	S	D	-56.6810	160.2410	5.2899812	210	-0.8785848
SO136_003GC	SO136-GC3	Pelejero et al. (2006)	doi:10.1016/j.margeo.2006.04.004	Barrows et al. (2007)	doi:10.1029/2006PA001328	A	A	-42.2957	169.8780	15.3113447	0	
SO136_003GC	SO136-GC3	Pelejero et al. (2006)	doi:10.1016/j.margeo.2006.04.004	Barrows et al. (2007)	doi:10.1029/2006PA001328	A	A	-42.2957	169.8780	15.3113447	2	
SO136_003GC	SO136-GC3	Pelejero et al. (2006)	doi:10.1016/j.margeo.2006.04.004	Barrows et al. (2007)	doi:10.1029/2006PA001328	A	A	-42.2957	169.8780	15.3113447	4	
SO136_003GC	SO136-GC3	Pelejero et al. (2006)	doi:10.1016/j.margeo.2006.04.004	Barrows et al. (2007)	doi:10.1029/2006PA001328	A	A	-42.2957	169.8780	15.3113447	6	-1.2249535
SO136_003GC	SO136-GC3	Pelejero et al. (2006)	doi:10.1016/j.margeo.2006.04.004	Barrows et al. (2007)	doi:10.1029/2006PA001328	A	A	-42.2957	169.8780	15.3113447	8	-0.7105904
SO136_003GC	SO136-GC3	Pelejero et al. (2006)	doi:10.1016/j.margeo.2006.04.004	Barrows et al. (2007)	doi:10.1029/2006PA001328	A	A	-42.2957	169.8780	15.3113447	10	
SO136_003GC	SO136-GC3	Pelejero et al. (2006)	doi:10.1016/j.margeo.2006.04.004	Barrows et al. (2007)	doi:10.1029/2006PA001328	A	A	-42.2957	169.8780	15.3113447	12	-0.0207112
SO136_003GC	SO136-GC3	Pelejero et al. (2006)	doi:10.1016/j.margeo.2006.04.004	Barrows et al. (2007)	doi:10.1029/2006PA001328	A	A	-42.2957	169.8780	15.3113447	14	
SO136_003GC	SO136-GC3	Pelejero et al. (2006)	doi:10.1016/j.margeo.2006.04.004	Barrows et al. (2007)	doi:10.1029/2006PA001328	A	A	-42.2957	169.8780	15.3113447	16	-0.8333803
SO136_003GC	SO136-GC3	Pelejero et al. (2006)	doi:10.1016/j.margeo.2006.04.004	Barrows et al. (2007)	doi:10.1029/2006PA001328	A	A	-42.2957	169.8780	15.3113447	18	-1.5242592
SO136_003GC	SO136-GC3	Pelejero et al. (2006)	doi:10.1016/j.margeo.2006.04.004	Barrows et al. (2007)	doi:10.1029/2006PA001328	A	A	-42.2957	169.8780	15.3113447	20	-3.2298400
SO136_003GC	SO136-GC3	Pelejero et al. (2006)	doi:10.1016/j.margeo.2006.04.004	Barrows et al. (2007)	doi:10.1029/2006PA001328	A	A	-42.2957	169.8780	15.3113447	22	-4.8367291
SO136_003GC	SO136-GC3	Pelejero et al. (2006)	doi:10.1016/j.margeo.2006.04.004	Barrows et al. (2007)	doi:10.1029/2006PA001328	A	A	-42.2957	169.8780	15.3113447	24	-5.4465343
SO136_003GC	SO136-GC3	Pelejero et al. (2006)	doi:10.1016/j.margeo.2006.04.004	Barrows et al. (2007)	doi:10.1029/2006PA001328	A	A	-42.2957	169.8780	15.3113447	26	-4.5806406
SO136_003GC	SO136-GC3	Pelejero et al. (2006)	doi:10.1016/j.margeo.2006.04.004	Barrows et al. (2007)	doi:10.1029/2006PA001328	A	A	-42.2957	169.8780	15.3113447	28	-4.7011430
SO136_003GC	SO136-GC3	Pelejero et al. (2006)	doi:10.1016/j.margeo.2006.04.004	Barrows et al. (2007)	doi:10.1029/2006PA001328	A	A	-42.2957	169.8780	15.3113447	30	-4.3437989
SO136_003GC	SO136-GC3	Pelejero et al. (2006)	doi:10.1016/j.margeo.2006.04.004	Barrows et al. (2007)	doi:10.1029/2006PA001328	A	A	-42.2957	169.8780	15.3113447	32	-3.9359968
SO136_003GC	SO136-GC3	Pelejero et al. (2006)	doi:10.1016/j.margeo.2006.04.004	Barrows et al. (2007)	doi:10.1029/2006PA001328	A	A	-42.2957	169.8780	15.3113447	34	-3.6690660
SO136_003GC	SO136-GC3	Pelejero et al. (2006)	doi:10.1016/j.margeo.2006.04.004	Barrows et al. (2007)	doi:10.1029/2006PA001328	A	A	-42.2957	169.8780	15.3113447	36	-4.0857086
SO136_003GC	SO136-GC3	Pelejero et al. (2006)	doi:10.1016/j.margeo.2006.04.004	Barrows et al. (2007)	doi:10.1029/2006PA001328	A	A	-42.2957	169.8780	15.3113447	38	
SO136_003GC	SO136-GC3	Pelejero et al. (2006)	doi:10.1016/j.margeo.2006.04.004	Barrows et al. (2007)	doi:10.1029/2006PA001328	A	A	-42.2957	169.8780	15.3113447	40	-3.6637147
SO136_003GC	SO136-GC3	Pelejero et al. (2006)	doi:10.1016/j.margeo.2006.04.004	Barrows et al. (2007)	doi:10.1029/2006PA001328	A	A	-42.2957	169.8780	15.3113447	42	
SO136_003GC	SO136-GC3	Pelejero et al. (2006)	doi:10.1016/j.margeo.2006.04.004	Barrows et al. (2007)	doi:10.1029/2006PA001328	A	A	-42.2957	169.8780	15.3113447	44	-3.1481158
SO136_003GC	SO136-GC3	Pelejero et al. (2006)	doi:10.1016/j.margeo.2006.04.004	Barrows et al. (2007)	doi:10.1029/2006PA001328	A	A	-42.2957	169.8780	15.3113447	46	
SO136_003GC	SO136-GC3	Pelejero et al. (2006)	doi:10.1016/j.margeo.2006.04.004	Barrows et al. (2007)	doi:10.1029/2006PA001328	A	A	-42.2957	169.8780	15.3113447	48	-1.9234699
SO136_003GC	SO136-GC3	Pelejero et al. (2006)	doi:10.1016/j.margeo.2006.04.004	Barrows et al. (2007)	doi:10.1029/2006PA001328	A	A	-42.2957	169.8780	15.3113447	50	-2.6824849
SO136_003GC	SO136-GC3	Pelejero et al. (2006)	doi:10.1016/j.margeo.2006.04.004	Barrows et al. (2007)	doi:10.1029/2006PA001328	A	A	-42.2957	169.8780	15.3113447	52	-3.1171096
SO136_003GC	SO136-GC3	Pelejero et al. (2006)	doi:10.1016/j.margeo.2006.04.004	Barrows et al. (2007)	doi:10.1029/2006PA001328	A	A	-42.2957	169.8780	15.3113447	54	-2.0702619
SO136_003GC	SO136-GC3	Pelejero et al. (2006)	doi:10.1016/j.margeo.2006.04.004	Barrows et al. (2007)	doi:10.1029/2006PA001328	A	A	-42.2957	169.8780	15.3113447	56	-2.2799705
SO136_003GC	SO136-GC3	Pelejero et al. (2006)	doi:10.1016/j.margeo.2006.04.004	Barrows et al. (2007)	doi:10.1029/2006PA001328	A	A	-42.2957	169.8780	15.3113447	58	
SO136_003GC	SO136-GC3	Pelejero et al. (2006)	doi:10.1016/j.margeo.2006.04.004	Barrows et al. (2007)	doi:10.1029/2006PA001328	A	A	-42.2957	169.8780	15.3113447	60	-2.6792174
SO136_003GC	SO136-GC3	Pelejero et al. (2006)	doi:10.1016/j.margeo.2006.04.004	Barrows et al. (2007)	doi:10.1029/2006PA001328	A	A	-42.2957	169.8780	15.3113447	62	-3.3232404
SO136_003GC	SO136-GC3	Pelejero et al. (2006)	doi:10.1016/j.margeo.2006.04.004	Barrows et al. (2007)	doi:10.1029/2006PA001328	A	A	-42.2957	169.8780	15.3113447	64	-3.2890963
SO136_003GC	SO136-GC3	Pelejero et al. (2006)	doi:10.1016/j.margeo.2006.04.004	Barrows et al. (2007)	doi:10.1029/2006PA001328	A	A	-42.2957	169.8780	15.3113447	66	
SO136_003GC	SO136-GC3	Pelejero et al. (2006)	doi:10.1016/j.margeo.2006.04.004	Barrows et al. (2007)	doi:10.1029/2006PA001328	A	A	-42.2957	169.8780	15.3113447	68	
SO136_003GC	SO136-GC3	Pelejero et al. (2006)	doi:10.1016/j.margeo.2006.04.004	Barrows et al. (2007)	doi:10.1029/2006PA001328	A	A	-42.2957	169.8780	15.3113447	70	
SO136_003GC	SO136-GC3	Pelejero et al. (2006)	doi:10.1016/j.margeo.2006.04.004	Barrows et al. (2007)	doi:10.1029/2006PA001328	A	A	-42.2957	169.8780	15.3113447	72	-4.6130135
SO136_003GC	SO136-GC3	Pelejero et al. (2006)	doi:10.1016/j.margeo.2006.04.004	Barrows et al. (2007)	doi:10.1029/2006PA001328	A	A	-42.2957	169.8780	15.3113447	74	
SO136_003GC	SO136-GC3	Pelejero et al. (2006)	doi:10.1016/j.margeo.2006.04.004	Barrows et al. (2007)	doi:10.1029/2006PA001328	A	A	-42.2957	169.8780	15.3113447	76	
SO136_003GC	SO136-GC3	Pelejero et al. (2006)	doi:10.1016/j.margeo.2006.04.004	Barrows et al. (2007)	doi:10.1029/2006PA001328	A	A	-42.2957	169.8780	15.3113447	78	-3.9799896
SO136_003GC	SO136-GC3	Pelejero et al. (2006)	doi:10.1016/j.margeo.2006.04.004	Barrows et al. (2007)	doi:10.1029/2006PA001328	A	A	-42.2957	169.8780	15.3113447	80	-3.0067402
SO136_003GC	SO136-GC3	Pelejero et al. (2006)	doi:10.1016/j.margeo.2006.04.004	Barrows et al. (2007)	doi:10.1029/2006PA001328	A	A	-42.2957	169.8780	15.3113447	82	-1.8633879
SO136_003GC	SO136-GC3	Pelejero et al. (2006)	doi:10.1016/j.margeo.2006.04.004	Barrows et al. (2007)	doi:10.1029/2006PA001328	A	A	-42.2957	169.8780	15.3113447	84	-1.2471547
SO136_003GC	SO136-GC3	Pelejero et al. (2006)	doi:10.1016/j.margeo.2006.04.004	Barrows et al. (2007)	doi:10.1029/2006PA001328	A	A	-42.2957	169.8780	15.3113447	86	-0.8275356
SO136_003GC	SO136-GC3	Pelejero et al. (2006)	doi:10.1016/j.margeo.2006.04.004	Barrows et al. (2007)	doi:10.1029/2006PA001328	A	A	-42.2957	169.8780	15.3113447	88	-0.9669884
SO136_003GC	SO136-GC3	Pelejero et al. (2006)	doi:10.1016/j.margeo.2006.04.004	Barrows et al. (2007)	doi:10.1029/2006PA001328	A	A	-42.2957	169.8780	15.3113447	90	
SO136_003GC	SO136-GC3	Pelejero et al. (2006)	doi:10.1016/j.margeo.2006.04.004	Barrows et al. (2007)	doi:10.1029/2006PA001328	A	A	-42.2957	169.8780	15.3113447	92	-1.6376406
SO136_003GC	SO136-GC3	Pelejero et al. (2006)	doi:10.1016/j.margeo.2006.04.004	Barrows et al. (2007)	doi:10.1029/2006PA001328	A	A	-42.2957	169.8780	15.3113447	94	-1.0625426
SO136_003GC	SO136-GC3	Pelejero et al. (2006)	doi:10.1016/j.margeo.2006.04.004	Barrows et al. (2007)	doi:10.1029/2006PA001328	A	A	-42.2957	169.8780	15.3113447	96	
SO136_003GC	SO136-GC3	Pelejero et al. (2006)	doi:10.1016/j.margeo.2006.04.004	Barrows et al. (2007)	doi:10.1029/2006PA001328	A	A	-42.2957	169.8780	15.3113447	98	
SO136_003GC	SO136-GC3	Pelejero et al. (2006)	doi:10.1016/j.margeo.2006.04.004	Barrows et al. (2007)	doi:10.1029/2006PA001328	A	A	-42.2957	169.8780	15.3113447	100	-0.5305682
SO136_003GC	SO136-GC3	Pelejero et al. (2006)	doi:10.1016/j.margeo.2006.04.004	Barrows et al. (2007)	doi:10.1029/2006PA001328	A	A	-42.2957	169.8780	15.3113447	102	-0.2128652
SO136_003GC	SO136-GC3	Pelejero et al. (2006)	doi:10.1016/j.margeo.2006.04.004	Barrows et al. (2007)	doi:10.1029/2006PA001328	A	A	-42.2957	169.8780	15.3113447	104	-0.7108464
SO136_003GC	SO136-GC3	Pelejero et al. (2006)	doi:10.1016/j.margeo.2006.04.004	Barrows et al. (2007)	doi:10.1029/2006PA001328	A	A	-42.2957	169.8780	15.3113447	106	-0.5294806
SO136_003GC	SO136-GC3	Pelejero et al. (2006)	doi:10.1016/j.margeo.2006.04.004	Barrows et al. (2007)	doi:10.1029/2006PA001328	A	A	-42.2957	169.8780	15.3113447	108	-0.8371344
SO136_003GC	SO136-GC3	Pelejero et al. (2006)	doi:10.1016/j.margeo.2006.04.004	Barrows et al. (2007)	doi:10.1029/2006PA001328	A	A	-42.2957	169.8780	15.3113447	110	-1.0122443
SO136_003GC	SO136-GC3	Pelejero et al. (2006)	doi:10.1016/j.margeo.2006.04.004	Barrows et al. (2007)	doi:10.1029/2006PA001328	A	A	-42.2957	169.8780	15.3113447	112	-0.5471456
SO136_003GC	SO136-GC3	Pelejero et al. (2006)	doi:10.1016/j.margeo.2006.04.004	Barrows et al. (2007)	doi:10.1029/2006PA001328	A	A	-42.2957	169.8780	15.3113447	114	-1.0236343
SO136_003GC	SO136-GC3	Pelejero et al. (2006)	doi:10.1016/j.margeo.2006.04.004	Barrows et al. (2007)	doi:10.1029/2006PA001328	A	A	-42.2957	169.8780	15.3113447	116	
SO136_003GC	SO136-GC3	Pelejero et al. (2006)	doi:10.1016/j.margeo.2006.04.004	Barrows et al. (2007)	doi:10.1029/2006PA001328	A	A	-42.2957	169.8780	15.3113447	118	
SO136_003GC	SO136-GC3	Pelejero et al. (2006)	doi:10.1016/j.margeo.2006.04.004	Barrows et al. (2007)	doi:10.1029/2006PA001328	A	A	-42.2957	169.8780	15.3113447	120	-1.1911591
SO136_003GC	SO136-GC3	Pelejero et al. (2006)	doi:10.1016/j.margeo.2006.04.004	Barrows et al. (2007)	doi:10.1029/2006PA001328	A	A	-42.2957	169.8780	15.3113447	122	
SO136_003GC	SO136-GC3	Pelejero et al. (2006)	doi:10.1016/j.margeo.2006.04.004	Barrows et al. (2007)	doi:10.1029/2006PA001328	A	A	-42.2957	169.8780	15.3113447	124	-0.8606007
SO136_003GC	SO136-GC3	Pelejero et al. (2006)	doi:10.1016/j.margeo.2006.04.004	Barrows et al. (2007)	doi:10.1029/2006PA001328	A	A	-42.2957	169.8780	15.3113447	126	-0.2344439
SO136_003GC	SO136-GC3	Pelejero et al. (2006)	doi:10.1016/j.margeo.2006.04.004	Barrows et al. (2007)	doi:10.1029/2006PA001328	A	A	-42.2957	169.8780	15.3113447	128	-0.1697442
SO136_003GC	SO136-GC3	Pelejero et al. (2006)	doi:10.1016/j.margeo.2006.04.004	Barrows et al. (2007)	doi:10.1029/2006PA001328	A	A	-42.2957	169.8780	15.3113447	130	1.0508579
SO136_003GC	SO136-GC3	Pelejero et al. (2006)	doi:10.1016/j.margeo.2006.04.004	Barrows et al. (2007)	doi:10.1029/2006PA001328	A	A	-42.2957	169.8780	15.3113447	132	1.5371012
SO136_003GC	SO136-GC3	Pelejero et al. (2006)	doi:10.1016/j.margeo.2006.04.004	Barrows et al. (2007)	doi:10.1029/2006PA001328	A	A	-42.2957	169.8780	15.3113447	134	0.2084788
SO136_003GC	SO136-GC3	Pelejero et al. (2006)	doi:10.1016/j.margeo.2006.04.004	Barrows et al. (2007)	doi:10.1029/2006PA001328	A	A	-42.2957	169.8780	15.3113447	136	-1.7358596
SO136_003GC	SO136-GC3	Pelejero et al. (2006)	doi:10.1016/j.margeo.2006.04.004	Barrows et al. (2007)	doi:10.1029/2006PA001328	A	A	-42.2957	169.8780	15.3113447	138	-3.1564781
SO136_003GC	SO136-GC3	Pelejero et al. (2006)	doi:10.1016/j.margeo.2006.04.004	Barrows et al. (2007)	doi:10.1029/2006PA001328	A	A	-42.2957	169.8780	15.3113447	140	-3.1051746
SO136_003GC	SO136-GC3	Pelejero et al. (2006)	doi:10.1016/j.margeo.2006.04.004	Barrows et al. (2007)	doi:10.1029/2006PA001328	A	A	-42.2957	169.8780	15.3113447	142	-4.0387870
SO136_003GC	SO136-GC3	Pelejero et al. (2006)	doi:10.1016/j.margeo.2006.04.004	Barrows et al. (2007)	doi:10.1029/2006PA001328	A	A	-42.2957	169.8780	15.3113447	144	-4.3840799
SO136_003GC	SO136-GC3	Pelejero et al. (2006)	doi:10.1016/j.margeo.2006.04.004	Barrows et al. (2007)	doi:10.1029/2006PA001328	A	A	-42.2957	169.8780	15.3113447	146	-4.3249874
SO136_003GC	SO136-GC3	Pelejero et al. (2006)	doi:10.1016/j.margeo.2006.04.004	Barrows et al. (2007)	doi:10.1029/2006PA001328	A	A	-42.2957	169.8780	15.3113447	148	
SO136_003GC	SO136-GC3	Pelejero et al. (2006)	doi:10.1016/j.margeo.2006.04.004	Barrows et al. (2007)	doi:10.1029/2006PA001328	A	A	-42.2957	169.8780	15.3113447	150	
SO136_003GC	SO136-GC3	Pelejero et al. (2006)	doi:10.1016/j.margeo.2006.04.004	Barrows et al. (2007)	doi:10.1029/2006PA001328	A	A	-42.2957	169.8780	15.3113447	152	-3.1576709
SO136_003GC	SO136-GC3	Pelejero et al. (2006)	doi:10.1016/j.margeo.2006.04.004	Barrows et al. (2007)	doi:10.1029/2006PA001328	A	A	-42.2957	169.8780	15.3113447	154	
SO136_003GC	SO136-GC3	Pelejero et al. (2006)	doi:10.1016/j.margeo.2006.04.004	Barrows et al. (2007)	doi:10.1029/2006PA001328	A	A	-42.2957	169.8780	15.3113447	156	-2.7752426
SO136_003GC	SO136-GC3	Pelejero et al. (2006)	doi:10.1016/j.margeo.2006.04.004	Barrows et al. (2007)	doi:10.1029/2006PA001328	A	A	-42.2957	169.8780	15.3113447	158	-2.4971885
SO136_003GC	SO136-GC3	Pelejero et al. (2006)	doi:10.1016/j.margeo.2006.04.004	Barrows et al. (2007)	doi:10.1029/2006PA001328	A	A	-42.2957	169.8780	15.3113447	160	-2.7988039
SO136_003GC	SO136-GC3	Pelejero et al. (2006)	doi:10.1016/j.margeo.2006.04.004	Barrows et al. (2007)	doi:10.1029/2006PA001328	A	A	-42.2957	169.8780	15.3113447	162	
SO136_003GC	SO136-GC3	Pelejero et al. (2006)	doi:10.1016/j.margeo.2006.04.004	Barrows et al. (2007)	doi:10.1029/2006PA001328	A	A	-42.2957	169.8780	15.3113447	164	-3.0068993
SO136_003GC	SO136-GC3	Pelejero et al. (2006)	doi:10.1016/j.margeo.2006.04.004	Barrows et al. (2007)	doi:10.1029/2006PA001328	A	A	-42.2957	169.8780	15.3113447	166	
SO136_003GC	SO136-GC3	Pelejero et al. (2006)	doi:10.1016/j.margeo.2006.04.004	Barrows et al. (2007)	doi:10.1029/2006PA001328	A	A	-42.2957	169.8780	15.3113447	168	-2.7101322
SO136_003GC	SO136-GC3	Pelejero et al. (2006)	doi:10.1016/j.margeo.2006.04.004	Barrows et al. (2007)	doi:10.1029/2006PA001328	A	A	-42.2957	169.8780	15.3113447	170	-2.8970452
SO136_003GC	SO136-GC3	Pelejero et al. (2006)	doi:10.1016/j.margeo.2006.04.004	Barrows et al. (2007)	doi:10.1029/2006PA001328	A	A	-42.2957	169.8780	15.3113447	172	-3.3287896
SO136_003GC	SO136-GC3	Pelejero et al. (2006)	doi:10.1016/j.margeo.2006.04.004	Barrows et al. (2007)	doi:10.1029/2006PA001328	A	A	-42.2957	169.8780	15.3113447	174	-3.0367062
SO136_003GC	SO136-GC3	Pelejero et al. (2006)	doi:10.1016/j.margeo.2006.04.004	Barrows et al. (2007)	doi:10.1029/2006PA001328	A	A	-42.2957	169.8780	15.3113447	176	-1.4719982
SO136_003GC	SO136-GC3	Pelejero et al. (2006)	doi:10.1016/j.margeo.2006.04.004	Barrows et al. (2007)	doi:10.1029/2006PA001328	A	A	-42.2957	169.8780	15.3113447	178	-1.5327705
SO136_003GC	SO136-GC3	Pelejero et al. (2006)	doi:10.1016/j.margeo.2006.04.004	Barrows et al. (2007)	doi:10.1029/2006PA001328	A	A	-42.2957	169.8780	15.3113447	180	
SO136_003GC	SO136-GC3	Pelejero et al. (2006)	doi:10.1016/j.margeo.2006.04.004	Barrows et al. (2007)	doi:10.1029/2006PA001328	A	A	-42.2957	169.8780	15.3113447	182	-2.2272402
SO136_003GC	SO136-GC3	Pelejero et al. (2006)	doi:10.1016/j.margeo.2006.04.004	Barrows et al. (2007)	doi:10.1029/2006PA001328	A	A	-42.2957	169.8780	15.3113447	184	-2.2612905
