Event	Site	Reference (SST proxy reference)	URL ref (SST proxy reference)	Reference (d18O reference)	URL ref (d18O reference)	Season (A annual S summer (months JFM))	Proxy (A alkenone UK'37 D diatom as...)	Latitude	Longitude	SST [°C] (Reconstructed)	Age [ka BP] (Chronology follows Lisiecki a...)	SST anomaly [°C] (Anomaly relative to the World...)
RC11-120	RC11-120	Mashiotta et al. (1999)	doi:10.1016/S0012-821X(99)00116-8	Mashiotta et al. (1999)	doi:10.1016/S0012-821X(99)00116-8	A	M	-43.5200	79.8670	11.4423247	106	-2.9745509
RC11-120	RC11-120	Mashiotta et al. (1999)	doi:10.1016/S0012-821X(99)00116-8	Mashiotta et al. (1999)	doi:10.1016/S0012-821X(99)00116-8	A	M	-43.5200	79.8670	11.4423247	108	
RC11-120	RC11-120	Mashiotta et al. (1999)	doi:10.1016/S0012-821X(99)00116-8	Mashiotta et al. (1999)	doi:10.1016/S0012-821X(99)00116-8	A	M	-43.5200	79.8670	11.4423247	110	-3.2029852
RC11-120	RC11-120	Mashiotta et al. (1999)	doi:10.1016/S0012-821X(99)00116-8	Mashiotta et al. (1999)	doi:10.1016/S0012-821X(99)00116-8	A	M	-43.5200	79.8670	11.4423247	112	
RC11-120	RC11-120	Mashiotta et al. (1999)	doi:10.1016/S0012-821X(99)00116-8	Mashiotta et al. (1999)	doi:10.1016/S0012-821X(99)00116-8	A	M	-43.5200	79.8670	11.4423247	114	
RC11-120	RC11-120	Mashiotta et al. (1999)	doi:10.1016/S0012-821X(99)00116-8	Mashiotta et al. (1999)	doi:10.1016/S0012-821X(99)00116-8	A	M	-43.5200	79.8670	11.4423247	116	-2.8973944
RC11-120	RC11-120	Mashiotta et al. (1999)	doi:10.1016/S0012-821X(99)00116-8	Mashiotta et al. (1999)	doi:10.1016/S0012-821X(99)00116-8	A	M	-43.5200	79.8670	11.4423247	118	
RC11-120	RC11-120	Mashiotta et al. (1999)	doi:10.1016/S0012-821X(99)00116-8	Mashiotta et al. (1999)	doi:10.1016/S0012-821X(99)00116-8	A	M	-43.5200	79.8670	11.4423247	120	-2.3069739
RC11-120	RC11-120	Mashiotta et al. (1999)	doi:10.1016/S0012-821X(99)00116-8	Mashiotta et al. (1999)	doi:10.1016/S0012-821X(99)00116-8	A	M	-43.5200	79.8670	11.4423247	122	
RC11-120	RC11-120	Mashiotta et al. (1999)	doi:10.1016/S0012-821X(99)00116-8	Mashiotta et al. (1999)	doi:10.1016/S0012-821X(99)00116-8	A	M	-43.5200	79.8670	11.4423247	124	-1.2010283
RC11-120	RC11-120	Mashiotta et al. (1999)	doi:10.1016/S0012-821X(99)00116-8	Mashiotta et al. (1999)	doi:10.1016/S0012-821X(99)00116-8	A	M	-43.5200	79.8670	11.4423247	126	
RC11-120	RC11-120	Mashiotta et al. (1999)	doi:10.1016/S0012-821X(99)00116-8	Mashiotta et al. (1999)	doi:10.1016/S0012-821X(99)00116-8	A	M	-43.5200	79.8670	11.4423247	128	-0.9282045
RC11-120	RC11-120	Mashiotta et al. (1999)	doi:10.1016/S0012-821X(99)00116-8	Mashiotta et al. (1999)	doi:10.1016/S0012-821X(99)00116-8	A	M	-43.5200	79.8670	11.4423247	130	-1.8474848
RC11-120	RC11-120	Mashiotta et al. (1999)	doi:10.1016/S0012-821X(99)00116-8	Mashiotta et al. (1999)	doi:10.1016/S0012-821X(99)00116-8	A	M	-43.5200	79.8670	11.4423247	132	-2.8449126
RC11-120	RC11-120	Mashiotta et al. (1999)	doi:10.1016/S0012-821X(99)00116-8	Mashiotta et al. (1999)	doi:10.1016/S0012-821X(99)00116-8	A	M	-43.5200	79.8670	11.4423247	134	-3.7288471
RC11-120	RC11-120	Mashiotta et al. (1999)	doi:10.1016/S0012-821X(99)00116-8	Mashiotta et al. (1999)	doi:10.1016/S0012-821X(99)00116-8	A	M	-43.5200	79.8670	11.4423247	136	-5.0852453
RC11-120	RC11-120	Mashiotta et al. (1999)	doi:10.1016/S0012-821X(99)00116-8	Mashiotta et al. (1999)	doi:10.1016/S0012-821X(99)00116-8	A	M	-43.5200	79.8670	11.4423247	138	
RC11-120	RC11-120	Mashiotta et al. (1999)	doi:10.1016/S0012-821X(99)00116-8	Mashiotta et al. (1999)	doi:10.1016/S0012-821X(99)00116-8	A	M	-43.5200	79.8670	11.4423247	140	
RC11-120	RC11-120	Mashiotta et al. (1999)	doi:10.1016/S0012-821X(99)00116-8	Mashiotta et al. (1999)	doi:10.1016/S0012-821X(99)00116-8	A	M	-43.5200	79.8670	11.4423247	142	
RC11-120	RC11-120	Mashiotta et al. (1999)	doi:10.1016/S0012-821X(99)00116-8	Mashiotta et al. (1999)	doi:10.1016/S0012-821X(99)00116-8	A	M	-43.5200	79.8670	11.4423247	144	
RC11-120	RC11-120	Mashiotta et al. (1999)	doi:10.1016/S0012-821X(99)00116-8	Mashiotta et al. (1999)	doi:10.1016/S0012-821X(99)00116-8	A	M	-43.5200	79.8670	11.4423247	146	
RC11-120	RC11-120	Mashiotta et al. (1999)	doi:10.1016/S0012-821X(99)00116-8	Mashiotta et al. (1999)	doi:10.1016/S0012-821X(99)00116-8	A	M	-43.5200	79.8670	11.4423247	148	-5.2049421
RC11-120	RC11-120	Mashiotta et al. (1999)	doi:10.1016/S0012-821X(99)00116-8	Mashiotta et al. (1999)	doi:10.1016/S0012-821X(99)00116-8	A	M	-43.5200	79.8670	11.4423247	150	
RC11-120	RC11-120	Mashiotta et al. (1999)	doi:10.1016/S0012-821X(99)00116-8	Mashiotta et al. (1999)	doi:10.1016/S0012-821X(99)00116-8	A	M	-43.5200	79.8670	11.4423247	152	
RC11-120	RC11-120	Mashiotta et al. (1999)	doi:10.1016/S0012-821X(99)00116-8	Mashiotta et al. (1999)	doi:10.1016/S0012-821X(99)00116-8	A	M	-43.5200	79.8670	11.4423247	154	
RC11-120	RC11-120	Mashiotta et al. (1999)	doi:10.1016/S0012-821X(99)00116-8	Mashiotta et al. (1999)	doi:10.1016/S0012-821X(99)00116-8	A	M	-43.5200	79.8670	11.4423247	156	-5.5707977
RC11-120	RC11-120	Mashiotta et al. (1999)	doi:10.1016/S0012-821X(99)00116-8	Mashiotta et al. (1999)	doi:10.1016/S0012-821X(99)00116-8	A	M	-43.5200	79.8670	11.4423247	158	
RC11-120	RC11-120	Mashiotta et al. (1999)	doi:10.1016/S0012-821X(99)00116-8	Mashiotta et al. (1999)	doi:10.1016/S0012-821X(99)00116-8	A	M	-43.5200	79.8670	11.4423247	160	-5.0852453
RC11-120	RC11-120	Mashiotta et al. (1999)	doi:10.1016/S0012-821X(99)00116-8	Mashiotta et al. (1999)	doi:10.1016/S0012-821X(99)00116-8	A	M	-43.5200	79.8670	11.4423247	162	
RC11-120	RC11-120	Mashiotta et al. (1999)	doi:10.1016/S0012-821X(99)00116-8	Mashiotta et al. (1999)	doi:10.1016/S0012-821X(99)00116-8	A	M	-43.5200	79.8670	11.4423247	164	-5.9472592
RC11-120	RC11-120	Mashiotta et al. (1999)	doi:10.1016/S0012-821X(99)00116-8	Mashiotta et al. (1999)	doi:10.1016/S0012-821X(99)00116-8	A	M	-43.5200	79.8670	11.4423247	166	
RC11-120	RC11-120	Mashiotta et al. (1999)	doi:10.1016/S0012-821X(99)00116-8	Mashiotta et al. (1999)	doi:10.1016/S0012-821X(99)00116-8	A	M	-43.5200	79.8670	11.4423247	168	
RC11-120	RC11-120	Mashiotta et al. (1999)	doi:10.1016/S0012-821X(99)00116-8	Mashiotta et al. (1999)	doi:10.1016/S0012-821X(99)00116-8	A	M	-43.5200	79.8670	11.4423247	170	-5.5707977
RC11-120	RC11-120	Mashiotta et al. (1999)	doi:10.1016/S0012-821X(99)00116-8	Mashiotta et al. (1999)	doi:10.1016/S0012-821X(99)00116-8	A	M	-43.5200	79.8670	11.4423247	172	
RC11-120	RC11-120	Mashiotta et al. (1999)	doi:10.1016/S0012-821X(99)00116-8	Mashiotta et al. (1999)	doi:10.1016/S0012-821X(99)00116-8	A	M	-43.5200	79.8670	11.4423247	174	-4.1654264
RC11-120	RC11-120	Mashiotta et al. (1999)	doi:10.1016/S0012-821X(99)00116-8	Mashiotta et al. (1999)	doi:10.1016/S0012-821X(99)00116-8	A	M	-43.5200	79.8670	11.4423247	176	
RC11-120	RC11-120	Mashiotta et al. (1999)	doi:10.1016/S0012-821X(99)00116-8	Mashiotta et al. (1999)	doi:10.1016/S0012-821X(99)00116-8	A	M	-43.5200	79.8670	11.4423247	178	
RC11-120	RC11-120	Mashiotta et al. (1999)	doi:10.1016/S0012-821X(99)00116-8	Mashiotta et al. (1999)	doi:10.1016/S0012-821X(99)00116-8	A	M	-43.5200	79.8670	11.4423247	180	-5.2049421
RC11-120	RC11-120	Mashiotta et al. (1999)	doi:10.1016/S0012-821X(99)00116-8	Mashiotta et al. (1999)	doi:10.1016/S0012-821X(99)00116-8	A	M	-43.5200	79.8670	11.4423247	182	
RC11-120	RC11-120	Mashiotta et al. (1999)	doi:10.1016/S0012-821X(99)00116-8	Mashiotta et al. (1999)	doi:10.1016/S0012-821X(99)00116-8	A	M	-43.5200	79.8670	11.4423247	184	
RC11-120	RC11-120	Mashiotta et al. (1999)	doi:10.1016/S0012-821X(99)00116-8	Mashiotta et al. (1999)	doi:10.1016/S0012-821X(99)00116-8	A	M	-43.5200	79.8670	11.4423247	186	-5.0473602
RC11-120	RC11-120	Mashiotta et al. (1999)	doi:10.1016/S0012-821X(99)00116-8	Mashiotta et al. (1999)	doi:10.1016/S0012-821X(99)00116-8	A	M	-43.5200	79.8670	11.4423247	188	-4.4659265
RC11-120	RC11-120	Mashiotta et al. (1999)	doi:10.1016/S0012-821X(99)00116-8	Mashiotta et al. (1999)	doi:10.1016/S0012-821X(99)00116-8	A	M	-43.5200	79.8670	11.4423247	190	-5.4187607
RC11-120	RC11-120	Mashiotta et al. (1999)	doi:10.1016/S0012-821X(99)00116-8	Mashiotta et al. (1999)	doi:10.1016/S0012-821X(99)00116-8	A	M	-43.5200	79.8670	11.4423247	192	-3.1668387
RC11-120	RC11-120	Mashiotta et al. (1999)	doi:10.1016/S0012-821X(99)00116-8	Mashiotta et al. (1999)	doi:10.1016/S0012-821X(99)00116-8	A	M	-43.5200	79.8670	11.4423247	194	-3.8750417
RC11-120	RC11-120	Mashiotta et al. (1999)	doi:10.1016/S0012-821X(99)00116-8	Mashiotta et al. (1999)	doi:10.1016/S0012-821X(99)00116-8	A	M	-43.5200	79.8670	11.4423247	196	-3.4128213
RC11-120	RC11-120	Mashiotta et al. (1999)	doi:10.1016/S0012-821X(99)00116-8	Mashiotta et al. (1999)	doi:10.1016/S0012-821X(99)00116-8	A	M	-43.5200	79.8670	11.4423247	198	-5.4351615
RC11-120	RC11-120	Mashiotta et al. (1999)	doi:10.1016/S0012-821X(99)00116-8	Mashiotta et al. (1999)	doi:10.1016/S0012-821X(99)00116-8	A	M	-43.5200	79.8670	11.4423247	200	-3.5366069
RC11-120	RC11-120	Mashiotta et al. (1999)	doi:10.1016/S0012-821X(99)00116-8	Mashiotta et al. (1999)	doi:10.1016/S0012-821X(99)00116-8	A	M	-43.5200	79.8670	11.4423247	202	-2.3069739
RC11-120	RC11-120	Mashiotta et al. (1999)	doi:10.1016/S0012-821X(99)00116-8	Mashiotta et al. (1999)	doi:10.1016/S0012-821X(99)00116-8	A	M	-43.5200	79.8670	11.4423247	204	-1.3239112
RC11-120	RC11-120	Mashiotta et al. (1999)	doi:10.1016/S0012-821X(99)00116-8	Mashiotta et al. (1999)	doi:10.1016/S0012-821X(99)00116-8	A	M	-43.5200	79.8670	11.4423247	206	
RC11-120	RC11-120	Mashiotta et al. (1999)	doi:10.1016/S0012-821X(99)00116-8	Mashiotta et al. (1999)	doi:10.1016/S0012-821X(99)00116-8	A	M	-43.5200	79.8670	11.4423247	208	
RC11-120	RC11-120	Mashiotta et al. (1999)	doi:10.1016/S0012-821X(99)00116-8	Mashiotta et al. (1999)	doi:10.1016/S0012-821X(99)00116-8	A	M	-43.5200	79.8670	11.4423247	210	-1.3789354
SO136_111GC-12	SO136-111	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	S	D	-56.6810	160.2410	5.2899812	0	
SO136_111GC-12	SO136-111	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	S	D	-56.6810	160.2410	5.2899812	2	-0.4581324
SO136_111GC-12	SO136-111	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	S	D	-56.6810	160.2410	5.2899812	4	-0.2932675
SO136_111GC-12	SO136-111	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	S	D	-56.6810	160.2410	5.2899812	6	-0.1514317
SO136_111GC-12	SO136-111	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	S	D	-56.6810	160.2410	5.2899812	8	-0.0352810
SO136_111GC-12	SO136-111	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	S	D	-56.6810	160.2410	5.2899812	10	0.0663094
SO136_111GC-12	SO136-111	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	S	D	-56.6810	160.2410	5.2899812	12	-0.1942638
SO136_111GC-12	SO136-111	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	S	D	-56.6810	160.2410	5.2899812	14	0.2502388
SO136_111GC-12	SO136-111	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	S	D	-56.6810	160.2410	5.2899812	16	-0.0930320
SO136_111GC-12	SO136-111	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	S	D	-56.6810	160.2410	5.2899812	18	-0.2445747
SO136_111GC-12	SO136-111	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	S	D	-56.6810	160.2410	5.2899812	20	-0.1481340
SO136_111GC-12	SO136-111	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	S	D	-56.6810	160.2410	5.2899812	22	-1.8280394
SO136_111GC-12	SO136-111	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	S	D	-56.6810	160.2410	5.2899812	24	-1.9940787
SO136_111GC-12	SO136-111	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	S	D	-56.6810	160.2410	5.2899812	26	-1.9385249
SO136_111GC-12	SO136-111	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	S	D	-56.6810	160.2410	5.2899812	28	-2.5369715
SO136_111GC-12	SO136-111	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	S	D	-56.6810	160.2410	5.2899812	30	-2.4114897
SO136_111GC-12	SO136-111	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	S	D	-56.6810	160.2410	5.2899812	32	-2.1882579
SO136_111GC-12	SO136-111	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	S	D	-56.6810	160.2410	5.2899812	34	-2.5751150
SO136_111GC-12	SO136-111	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	S	D	-56.6810	160.2410	5.2899812	36	-2.4871171
SO136_111GC-12	SO136-111	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	S	D	-56.6810	160.2410	5.2899812	38	-2.6682293
SO136_111GC-12	SO136-111	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	S	D	-56.6810	160.2410	5.2899812	40	-2.3554666
SO136_111GC-12	SO136-111	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	S	D	-56.6810	160.2410	5.2899812	42	-0.7098542
SO136_111GC-12	SO136-111	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	S	D	-56.6810	160.2410	5.2899812	44	-1.6702873
SO136_111GC-12	SO136-111	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	S	D	-56.6810	160.2410	5.2899812	46	-2.5899812
SO136_111GC-12	SO136-111	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	S	D	-56.6810	160.2410	5.2899812	48	-2.5144973
SO136_111GC-12	SO136-111	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	S	D	-56.6810	160.2410	5.2899812	50	
SO136_111GC-12	SO136-111	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	S	D	-56.6810	160.2410	5.2899812	52	-1.8858521
SO136_111GC-12	SO136-111	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	S	D	-56.6810	160.2410	5.2899812	54	-2.4144256
SO136_111GC-12	SO136-111	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	S	D	-56.6810	160.2410	5.2899812	56	-1.8764928
SO136_111GC-12	SO136-111	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	S	D	-56.6810	160.2410	5.2899812	58	-2.5319530
SO136_111GC-12	SO136-111	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	S	D	-56.6810	160.2410	5.2899812	60	-2.0604639
SO136_111GC-12	SO136-111	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	S	D	-56.6810	160.2410	5.2899812	62	-1.6607564
SO136_111GC-12	SO136-111	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	S	D	-56.6810	160.2410	5.2899812	64	
SO136_111GC-12	SO136-111	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	S	D	-56.6810	160.2410	5.2899812	66	-3.0999812
SO136_111GC-12	SO136-111	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	S	D	-56.6810	160.2410	5.2899812	68	
SO136_111GC-12	SO136-111	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	S	D	-56.6810	160.2410	5.2899812	70	
SO136_111GC-12	SO136-111	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	S	D	-56.6810	160.2410	5.2899812	72	-1.9499812
SO136_111GC-12	SO136-111	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	S	D	-56.6810	160.2410	5.2899812	74	
SO136_111GC-12	SO136-111	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	S	D	-56.6810	160.2410	5.2899812	76	
SO136_111GC-12	SO136-111	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	S	D	-56.6810	160.2410	5.2899812	78	-2.2147014
SO136_111GC-12	SO136-111	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	S	D	-56.6810	160.2410	5.2899812	80	-1.7522384
SO136_111GC-12	SO136-111	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	S	D	-56.6810	160.2410	5.2899812	82	-2.3322926
SO136_111GC-12	SO136-111	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	S	D	-56.6810	160.2410	5.2899812	84	-0.9185791
SO136_111GC-12	SO136-111	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	S	D	-56.6810	160.2410	5.2899812	86	-0.5794791
SO136_111GC-12	SO136-111	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	S	D	-56.6810	160.2410	5.2899812	88	-1.2737655
SO136_111GC-12	SO136-111	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	S	D	-56.6810	160.2410	5.2899812	90	-2.2196995
SO136_111GC-12	SO136-111	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	S	D	-56.6810	160.2410	5.2899812	92	-2.7718591
SO136_111GC-12	SO136-111	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	S	D	-56.6810	160.2410	5.2899812	94	-2.3029718
SO136_111GC-12	SO136-111	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	S	D	-56.6810	160.2410	5.2899812	96	-1.5583533
SO136_111GC-12	SO136-111	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	S	D	-56.6810	160.2410	5.2899812	98	-0.7321877
SO136_111GC-12	SO136-111	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	S	D	-56.6810	160.2410	5.2899812	100	-1.1263174
SO136_111GC-12	SO136-111	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	S	D	-56.6810	160.2410	5.2899812	102	-1.6376563
SO136_111GC-12	SO136-111	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	S	D	-56.6810	160.2410	5.2899812	104	-1.5185001
SO136_111GC-12	SO136-111	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	S	D	-56.6810	160.2410	5.2899812	106	-1.2060426
SO136_111GC-12	SO136-111	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	S	D	-56.6810	160.2410	5.2899812	108	-1.0620003
SO136_111GC-12	SO136-111	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	S	D	-56.6810	160.2410	5.2899812	110	-1.4198000
SO136_111GC-12	SO136-111	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	S	D	-56.6810	160.2410	5.2899812	112	-1.9340545
SO136_111GC-12	SO136-111	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	S	D	-56.6810	160.2410	5.2899812	114	-1.8501307
SO136_111GC-12	SO136-111	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	S	D	-56.6810	160.2410	5.2899812	116	-0.7048472
SO136_111GC-12	SO136-111	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	S	D	-56.6810	160.2410	5.2899812	118	0.0439077
SO136_111GC-12	SO136-111	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	S	D	-56.6810	160.2410	5.2899812	120	-0.1005412
SO136_111GC-12	SO136-111	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	S	D	-56.6810	160.2410	5.2899812	122	-0.1102578
SO136_111GC-12	SO136-111	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	S	D	-56.6810	160.2410	5.2899812	124	-0.3739897
SO136_111GC-12	SO136-111	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	S	D	-56.6810	160.2410	5.2899812	126	-0.4357931
SO136_111GC-12	SO136-111	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	S	D	-56.6810	160.2410	5.2899812	128	0.3234474
SO136_111GC-12	SO136-111	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	S	D	-56.6810	160.2410	5.2899812	130	0.3669737
SO136_111GC-12	SO136-111	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	S	D	-56.6810	160.2410	5.2899812	132	-1.0907137
SO136_111GC-12	SO136-111	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	S	D	-56.6810	160.2410	5.2899812	134	-2.2471240
SO136_111GC-12	SO136-111	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	S	D	-56.6810	160.2410	5.2899812	136	-1.8286078
SO136_111GC-12	SO136-111	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	Crosta et al. (2004)	doi:10.1016/S0377-8398(03)00072-0	S	D	-56.6810	160.2410	5.2899812	138	
